gene_id,TG1,TG2,TG3,WT1,WT2,WT3
,,,,,,
MSTRG.3745|Wfdc18,15797,3563,10200,15565,11712,5037
,,,,,,
MSTRG.5113|Gm8557,39,56,51,50,49,63
,,,,,,
ENSMUSG00000083399|Gm15033,0,0,0,0,0,0
,,,,,,
MSTRG.6026|Gm6474,203,194,170,241,213,162
,,,,,,
ENSMUSG00000087292|Gm13832,0,3,0,4,0,0
,,,,,,
ENSMUSG00000106948|Gm42785,1,3,3,2,1,2
,,,,,,
MSTRG.5451|Ighv1-64,415,979,854,455,466,1123
,,,,,,
MSTRG.6357|Gm48745,0,0,3,0,1,9
,,,,,,
MSTRG.8846,93,309,286,172,201,285
,,,,,,
ENSMUSG00000114257|Gm47654,1,0,1,1,0,1
,,,,,,
ENSMUSG00000105180|Gm4863,0,0,0,0,0,0
,,,,,,
MSTRG.6305|Vcan,5259,16185,20222,10250,22545,17680
,,,,,,
MSTRG.15817|5730409E04Rik,2268,1093,1437,2421,1999,984
,,,,,,
ENSMUSG00000115034|Gm19109,0,0,0,0,0,0
,,,,,,
ENSMUSG00000111106|Gm3318,0,0,0,0,0,0
,,,,,,
MSTRG.24046,46,136,122,46,76,80
,,,,,,
MSTRG.24047,5273,4514,4656,4487,4860,4878
,,,,,,
MSTRG.24044,12,79,68,21,67,81
,,,,,,
ENSMUSG00000106433|Gm32102,0,1,0,0,0,0
,,,,,,
MSTRG.24042,145,420,397,117,223,456
,,,,,,
MSTRG.24043,20,3,117,24,124,121
,,,,,,
MSTRG.24040,387,1320,1270,422,751,1243
,,,,,,
ENSMUSG00000041141|Pnmal1,14,13,19,12,24,5
,,,,,,
MSTRG.6908|Gm49124,28,31,21,45,27,19
,,,,,,
ENSMUSG00000049321|Zfp2,929,471,629,923,628,537
,,,,,,
MSTRG.17299|Thoc2l,4709,5979,8100,9257,4676,5758
,,,,,,
MSTRG.10746|Gm19466,16,20,19,15,20,39
,,,,,,
ENSMUSG00000105948|Gm43089,0,0,0,0,0,0
,,,,,,
ENSMUSG00000108905|Gm44618,6,9,6,0,2,0
,,,,,,
MSTRG.8907|Bbx,228,290,326,4915,2296,268
,,,,,,
MSTRG.2461|Apaf1,8465,12904,13480,10051,13854,12400
,,,,,,
ENSMUSG00000087712|Gm25828,0,0,0,0,0,0
,,,,,,
MSTRG.12627|Gm13785,22,16,23,36,21,22
,,,,,,
ENSMUSG00000081975|Gm12482,13,22,14,19,15,15
,,,,,,
ENSMUSG00000095314|Gm25462,0,0,0,0,0,0
,,,,,,
MSTRG.23870|Gm23232,1,3,0,2,0,1
,,,,,,
ENSMUSG00000043592|Unc5cl,215,429,413,269,262,556
,,,,,,
MSTRG.15879|Iqcc,419,260,53,308,95,151
,,,,,,
ENSMUSG00000114353|Gm7896,0,0,0,0,0,0
,,,,,,
MSTRG.14334|Rbm8a,20178,20228,18613,20253,21659,20345
,,,,,,
ENSMUSG00000117652|Gm2350,1,0,1,1,1,1
,,,,,,
MSTRG.14710|Gm43653,11,10,0,2,13,15
,,,,,,
ENSMUSG00000115102|Gm49270,7,28,11,24,36,41
,,,,,,
ENSMUSG00000109888|Gm45600,0,0,0,0,0,0
,,,,,,
MSTRG.3112|Trim41,10890,7769,8352,9781,9677,10174
,,,,,,
ENSMUSG00000064263|Platr26,0,0,0,0,0,0
,,,,,,
MSTRG.2283|Rps15,113047,122274,113239,118480,116166,120047
,,,,,,
MSTRG.9209|Fgfr1op,5629,2560,3530,5946,3446,3246
,,,,,,
ENSMUSG00000021573|Tppp,113,117,106,81,111,95
,,,,,,
MSTRG.22434|Gm24239,0,0,2,0,0,0
,,,,,,
ENSMUSG00000070324|Fbxw22,0,0,0,0,0,0
,,,,,,
MSTRG.8085|Ccdc134,822,1451,801,632,884,1615
,,,,,,
MSTRG.10643|AC020971.1,20,26,34,37,38,25
,,,,,,
MSTRG.6840|Gm49203,3,2,0,2,0,0
,,,,,,
MSTRG.15843|Trim62,2526,1512,1714,2533,2088,1656
,,,,,,
ENSMUSG00000110071|Gm45512,5,0,8,3,5,0
,,,,,,
ENSMUSG00000092835|Gm24819,0,0,0,0,0,0
,,,,,,
MSTRG.2373|Hcfc2,806,277,501,1463,671,1506
,,,,,,
MSTRG.11854|Gm37289,17,25,26,26,16,19
,,,,,,
MSTRG.5858|Hsp25-ps1,20101,5758,5318,11965,9404,4761
,,,,,,
ENSMUSG00000043897|Vmn2r2,6,12,11,6,12,19
,,,,,,
ENSMUSG00000115880|4930445N06Rik,0,0,0,0,0,0
,,,,,,
MSTRG.15816|Gm12934,4,3,2,0,5,7
,,,,,,
ENSMUSG00000104278|Ighv5-10,0,0,0,0,0,0
,,,,,,
ENSMUSG00000095604|Gm23424,0,0,0,1,0,0
,,,,,,
MSTRG.8091|Gm49503,21,15,21,13,3,26
,,,,,,
ENSMUSG00000022603|Mroh4,0,0,12,9,0,0
,,,,,,
MSTRG.14249|Gm43711,7,3,3,0,0,2
,,,,,,
MSTRG.24467,835,768,765,952,882,772
,,,,,,
MSTRG.4160|Gm9910,68,16,56,109,50,20
,,,,,,
MSTRG.4972|2310002D06Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000084895|AA672651,0,0,8,0,0,0
,,,,,,
ENSMUSG00000111485|Gm48443,15,7,8,3,6,7
,,,,,,
MSTRG.17291|Hsd17b11,6628,6839,6770,5782,4180,7045
,,,,,,
MSTRG.21110|Bccip,6873,3815,5773,7685,5634,8593
,,,,,,
ENSMUSG00000047844|Bex4,132,46,64,120,111,48
,,,,,,
MSTRG.801|Kdsr,2204,2195,2548,2711,2478,1953
,,,,,,
MSTRG.2707|Gm16217,0,0,6,0,10,0
,,,,,,
ENSMUSG00000102068|Mrgprc7-ps,0,0,0,2,0,0
,,,,,,
MSTRG.17040|Gm10135,0,1,0,0,1,0
,,,,,,
MSTRG.17511|Gm13840,11,18,18,11,11,19
,,,,,,
ENSMUSG00000113991|Gm48151,7,5,4,6,2,10
,,,,,,
ENSMUSG00000111658|B930092H01Rik,0,7,0,0,0,0
,,,,,,
MSTRG.11502|Slc35g1,1664,1113,1254,1383,1556,1233
,,,,,,
ENSMUSG00000103824|Gm38177,0,0,0,0,0,0
,,,,,,
MSTRG.5888|Mirlet7a-1,1,1,1,1,1,1
,,,,,,
MSTRG.12805|Dll4,1311,1912,1669,1805,1735,1434
,,,,,,
MSTRG.9416|Pkd1,12703,12778,7600,14649,12389,8555
,,,,,,
ENSMUSG00000044649|Krtap4-2,0,0,0,0,0,0
,,,,,,
MSTRG.2690|F420014N23Rik,555,455,429,554,465,312
,,,,,,
MSTRG.1222|Gm5705,8,10,4,6,9,0
,,,,,,
ENSMUSG00000084199|Gm12422,0,0,0,1,0,0
,,,,,,
MSTRG.6662|Anxa7,76362,43328,50771,67201,77564,56353
,,,,,,
ENSMUSG00000022113|Trim52,0,0,0,0,0,0
,,,,,,
ENSMUSG00000116197|Gm38619,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113673|Gm47486,55,49,45,38,58,45
,,,,,,
MSTRG.19297|Cd4,3811,6690,4625,3500,4134,6870
,,,,,,
ENSMUSG00000016386|Mpped2,121,48,99,129,115,74
,,,,,,
ENSMUSG00000070342|Gm10287,0,0,3,0,7,3
,,,,,,
ENSMUSG00000095132|Rnu6,10,8,15,7,9,5
,,,,,,
MSTRG.10424|Cables1,2147,3497,2745,2917,2352,2865
,,,,,,
ENSMUSG00000051182|Olfr655,0,0,3,0,0,0
,,,,,,
MSTRG.19666|Gm18190,130,97,101,157,97,78
,,,,,,
ENSMUSG00000115894|Gm49453,0,0,0,0,0,0
,,,,,,
MSTRG.18480|Rbpj-ps3,10,12,32,13,204,166
,,,,,,
ENSMUSG00000087902|Gm22038,0,0,0,0,0,0
,,,,,,
ENSMUSG00000105921|Mark4-ps,0,0,0,0,0,0
,,,,,,
MSTRG.8886|Phldb2,4461,7641,5891,4944,7707,6822
,,,,,,
ENSMUSG00000097666|A330094K24Rik,0,0,0,0,3,0
,,,,,,
ENSMUSG00000074377|Sult2a4,0,0,0,0,0,0
,,,,,,
MSTRG.2977|Gm12070,17279,17102,15281,16516,17170,15344
,,,,,,
ENSMUSG00000104215|Rpl13-ps4,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112742|Gm31793,13,30,28,24,19,25
,,,,,,
MSTRG.15435|Gm13286,6,1,4,3,3,2
,,,,,,
MSTRG.23819,12070,3408,4374,9621,6244,3571
,,,,,,
MSTRG.3172|Gm12207,192,240,152,192,201,161
,,,,,,
ENSMUSG00000118316|Gm31908,0,0,0,0,0,0
,,,,,,
MSTRG.23814,38,59,58,49,77,63
,,,,,,
MSTRG.23815,5374,12761,10232,6729,11844,10886
,,,,,,
ENSMUSG00000101517|4732465J04Rik,0,7,7,4,8,18
,,,,,,
ENSMUSG00000101090|Gm28619,0,0,0,0,0,0
,,,,,,
MSTRG.23811,2249,1896,2823,3004,2814,1675
,,,,,,
MSTRG.23813,2774,4219,7892,5154,5278,5965
,,,,,,
ENSMUSG00000114955|Gm48109,0,0,0,0,0,0
,,,,,,
MSTRG.18226|Gm27960,5,8,0,2,2,5
,,,,,,
MSTRG.20334|Gm34121,116,105,74,99,84,78
,,,,,,
MSTRG.24410|Bcap31,23506,22996,19880,28026,25308,16736
,,,,,,
MSTRG.6714,8,5858,107,2,299,132
,,,,,,
ENSMUSG00000081166|Gm12819,0,0,0,0,0,0
,,,,,,
ENSMUSG00000090470|Prr23a3,0,0,0,7,0,0
,,,,,,
ENSMUSG00000080915|Gm6446,0,0,0,0,0,0
,,,,,,
ENSMUSG00000083482|Gm14706,14,10,4,15,13,2
,,,,,,
ENSMUSG00000094033|Gm24655,0,0,0,0,0,0
,,,,,,
MSTRG.17260|Plac8,13299,37058,27692,14305,19941,38326
,,,,,,
ENSMUSG00000004542|Psg19,10,8,2,4,16,9
,,,,,,
MSTRG.11323|Gm3329,0,0,0,0,0,0
,,,,,,
ENSMUSG00000082696|Gm15040,0,0,0,0,0,0
,,,,,,
MSTRG.15067|Smim8,1004,880,798,906,842,887
,,,,,,
MSTRG.14173|Pmvk,1444,471,1582,1335,663,347
,,,,,,
ENSMUSG00000089524|Gm22327,0,0,0,0,0,0
,,,,,,
MSTRG.23051|Gm39326,82,93,75,82,74,93
,,,,,,
ENSMUSG00000089950|Gm16215,0,0,0,4,2,0
,,,,,,
ENSMUSG00000093775|Vmn2r-ps114,0,0,0,3,0,0
,,,,,,
MSTRG.15086|Gm25931,1,1,1,0,0,0
,,,,,,
ENSMUSG00000118228|Gm50153,0,0,0,0,1,0
,,,,,,
ENSMUSG00000110819|Olfr1252,0,0,0,0,0,0
,,,,,,
MSTRG.3793|Gm9378,25,26,22,21,33,22
,,,,,,
MSTRG.15991|Man1c1,2891,1919,2731,3006,3164,2074
,,,,,,
ENSMUSG00000047897|Ripply2,0,0,0,0,0,0
,,,,,,
MSTRG.22103|Irx3,15154,4054,6532,12123,7338,3843
,,,,,,
MSTRG.3747|Gm22311,3,0,2,2,5,2
,,,,,,
ENSMUSG00000084840|Gm11468,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113174|Gm9292,0,4,0,0,3,9
,,,,,,
ENSMUSG00000117079|Gm41611,152,111,91,173,93,66
,,,,,,
MSTRG.22935|Gm10177,1042,1064,1194,1127,1350,1180
,,,,,,
MSTRG.21291|Prr33,268,617,535,319,522,520
,,,,,,
ENSMUSG00000111388|Gm7183,5,3,5,2,3,2
,,,,,,
MSTRG.24339|Mir504,0,0,0,2,0,0
,,,,,,
ENSMUSG00000113973|A030014E15Rik,24,13,17,15,10,12
,,,,,,
MSTRG.14929,991,987,857,923,972,860
,,,,,,
MSTRG.14373|Gm10681,3,3,7,3,0,1
,,,,,,
ENSMUSG00000117767|Gm18786,0,0,13,0,0,0
,,,,,,
ENSMUSG00000040627|Aicda,22,211,100,83,140,136
,,,,,,
MSTRG.14921,3344,3699,3185,3037,2113,2965
,,,,,,
MSTRG.14927,377,231,236,333,353,319
,,,,,,
MSTRG.14924,6160,6650,5854,6374,5955,6709
,,,,,,
ENSMUSG00000112037|Gm48179,0,0,0,0,0,0
,,,,,,
ENSMUSG00000118338|Gm50317,5,0,0,0,0,0
,,,,,,
MSTRG.18764|Rmnd5a,21020,17674,19219,16996,23244,13469
,,,,,,
MSTRG.7989|Gm49510,811,931,41,519,561,272
,,,,,,
ENSMUSG00000088255|Gm24288,0,0,0,0,0,0
,,,,,,
MSTRG.14771|4933401H06Rik,0,0,0,0,0,0
,,,,,,
MSTRG.7824|Gm2895,18,22,5,16,41,16
,,,,,,
MSTRG.4616|Pxdn,11481,10601,11853,17849,19727,12515
,,,,,,
MSTRG.6596|Pdhb,10916,13462,13729,15929,17789,12994
,,,,,,
MSTRG.23422|Gm44503,0,0,0,96,0,0
,,,,,,
MSTRG.5192|Gm20036,138,158,132,134,127,122
,,,,,,
MSTRG.16861|Gm43047,0,0,0,0,0,0
,,,,,,
MSTRG.16536|Gm43054,52,44,23,43,35,45
,,,,,,
ENSMUSG00000023192|Grm2,18,12,5,11,4,13
,,,,,,
ENSMUSG00000027966|Col11a1,109,96,257,468,534,199
,,,,,,
ENSMUSG00000066061|Olfr1335,0,0,0,0,0,0
,,,,,,
MSTRG.15980|Cnksr1,8551,2209,3650,5387,3457,1982
,,,,,,
ENSMUSG00000064399|Gm23629,0,0,0,0,0,0
,,,,,,
ENSMUSG00000030834|Abcc6,0,0,6,5,8,16
,,,,,,
ENSMUSG00000032890|Rims3,533,384,371,415,397,404
,,,,,,
ENSMUSG00000113911|Gm21930,0,0,0,0,0,0
,,,,,,
ENSMUSG00000079871|Gm4984,16,11,27,12,10,8
,,,,,,
MSTRG.1044|Glrx2,4072,3069,3246,3847,3644,3300
,,,,,,
MSTRG.4568|Gm48693,49,19,41,48,28,31
,,,,,,
ENSMUSG00000086190|4930579M01Rik,0,2,0,0,0,0
,,,,,,
MSTRG.17643|Rnf34,5868,6470,5506,5809,5611,6521
,,,,,,
MSTRG.13493|Gm14438,1353,1382,1237,1224,1268,1358
,,,,,,
ENSMUSG00000116595|Gm30695,0,0,0,0,0,0
,,,,,,
MSTRG.8643|Gm24898,0,1,1,0,0,5
,,,,,,
ENSMUSG00000099792|Gm29564,0,0,0,0,0,0
,,,,,,
MSTRG.2004|Gm47917,34,91,26,54,75,40
,,,,,,
ENSMUSG00000088368|Gm26323,0,0,0,0,0,0
,,,,,,
MSTRG.21204|Abraxas2,10650,11565,11473,10880,12151,10679
,,,,,,
MSTRG.5730|Exoc2,188,92,5018,147,182,161
,,,,,,
ENSMUSG00000078131|Krtap1-3,3,0,0,3,0,5
,,,,,,
MSTRG.9399|Ccnf,350,470,466,420,247,390
,,,,,,
ENSMUSG00000107349|Gm6655,0,0,0,0,0,0
,,,,,,
MSTRG.18753|Rpia,9553,7952,7099,7888,7132,8185
,,,,,,
MSTRG.11344|Carnmt1,2705,256,2220,460,395,1381
,,,,,,
ENSMUSG00000083709|Gm14688,0,0,0,0,0,0
,,,,,,
MSTRG.10933|Gm21886,0,3,0,0,4,0
,,,,,,
ENSMUSG00000108328|Gm45196,0,0,0,0,0,0
,,,,,,
MSTRG.13515|Gm14305,139,37,9,29,853,458
,,,,,,
ENSMUSG00000106939|Gm29778,0,0,0,0,0,0
,,,,,,
ENSMUSG00000096109|Olfr1537,0,0,0,0,0,0
,,,,,,
ENSMUSG00000055022|Cntn1,68,186,194,221,210,201
,,,,,,
ENSMUSG00000110072|Gm45327,0,0,0,0,0,0
,,,,,,
MSTRG.24891,175,278,307,274,441,309
,,,,,,
MSTRG.24890,160,152,137,178,177,188
,,,,,,
MSTRG.2356|Gm5173,43,25,14,20,36,27
,,,,,,
ENSMUSG00000092465|Gm20472,5,10,10,8,0,8
,,,,,,
MSTRG.11661|1700054A03Rik,26,4,9,5,22,6
,,,,,,
ENSMUSG00000114000|Gm48762,0,0,0,0,0,0
,,,,,,
MSTRG.24899,407,141,104,419,413,221
,,,,,,
MSTRG.24898,8068,3297,3051,10936,10522,5234
,,,,,,
MSTRG.16999|Gm15948,0,6,0,0,0,0
,,,,,,
ENSMUSG00000037010|Apln,172,216,194,262,271,280
,,,,,,
MSTRG.18619|Gm45061,0,12,6,2,3,9
,,,,,,
ENSMUSG00000118180|Gm50223,0,0,0,0,0,0
,,,,,,
ENSMUSG00000045903|Npas4,33,34,19,39,31,21
,,,,,,
ENSMUSG00000031290|Lrch2,97,184,132,123,219,122
,,,,,,
MSTRG.14335|Rpl21-ps11,642,685,504,556,650,639
,,,,,,
MSTRG.22522|Vps9d1,2837,2957,3123,2908,2981,2928
,,,,,,
ENSMUSG00000110232|Gm18193,0,0,0,0,0,0
,,,,,,
ENSMUSG00000108739|Gm45096,7,5,5,0,0,0
,,,,,,
MSTRG.16892|Rbpj,31306,35298,35922,36091,40733,28984
,,,,,,
ENSMUSG00000086439|Gm12069,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112361|Gm47607,0,0,1,0,3,5
,,,,,,
MSTRG.14278|6330562C20Rik,122,68,82,101,91,54
,,,,,,
ENSMUSG00000028238|Atp6v0d2,435,389,301,513,500,415
,,,,,,
ENSMUSG00000080336|Gm25111,0,0,0,0,0,0
,,,,,,
ENSMUSG00000095765|Olfr741,0,0,0,0,0,0
,,,,,,
MSTRG.16788,7635,1173,2812,4655,3600,2890
,,,,,,
ENSMUSG00000076389|Gm23192,0,0,0,0,0,0
,,,,,,
MSTRG.13938|Arhgef26,3242,853,1304,2834,1410,859
,,,,,,
MSTRG.14900|Tyw3,388,425,372,450,477,482
,,,,,,
MSTRG.23058|Mpzl2,205,283,232,235,127,227
,,,,,,
ENSMUSG00000110398|Gm45616,0,0,0,0,0,0
,,,,,,
MSTRG.18715|Igkv12-46,512,1503,1039,642,815,1595
,,,,,,
ENSMUSG00000114200|Gm34721,3,5,0,0,8,0
,,,,,,
MSTRG.16786,7875,9057,8212,14162,6743,7709
,,,,,,
MSTRG.22977|Gm48736,0,0,0,0,0,0
,,,,,,
MSTRG.6438|Cd180,896,2185,1518,1273,1054,1586
,,,,,,
ENSMUSG00000111936|Gm47540,0,0,5,9,6,3
,,,,,,
ENSMUSG00000100154|Gm29052,0,0,0,0,0,0
,,,,,,
MSTRG.8881|Cd200,2388,5535,4225,5718,12453,6662
,,,,,,
MSTRG.20060|Faap24,825,1049,1124,987,1040,1167
,,,,,,
MSTRG.21464|Gm36956,0,0,0,0,0,0
,,,,,,
ENSMUSG00000102413|Gm36937,3,0,0,0,0,4
,,,,,,
ENSMUSG00000095702|Gm15005,0,0,0,0,0,0
,,,,,,
MSTRG.16733|Lrpap1,6703,8535,8858,7845,9368,8027
,,,,,,
MSTRG.11833,13814,15840,17219,14897,13508,15525
,,,,,,
ENSMUSG00000100103|Gm29553,0,0,0,0,0,0
,,,,,,
MSTRG.21677|Cenpu,299,391,363,262,356,423
,,,,,,
ENSMUSG00000096703|Olfr1286,0,0,0,0,0,0
,,,,,,
MSTRG.7988|Nol12,3975,4035,3958,3910,4457,4029
,,,,,,
MSTRG.6639|Gm48481,16,11,18,6,18,4
,,,,,,
ENSMUSG00000115690|Gm48924,0,17,9,6,0,6
,,,,,,
ENSMUSG00000102310|Gm37631,0,0,0,0,0,0
,,,,,,
ENSMUSG00000080767|Gm15595,0,0,0,0,0,0
,,,,,,
MSTRG.9012|Mir155hg,2,214,61,0,0,15
,,,,,,
MSTRG.4038|Kat2a,1608,1356,1153,1742,1677,2344
,,,,,,
MSTRG.3342|Grap,3625,6418,5039,4297,3920,7382
,,,,,,
MSTRG.1322|Gm26620,39,23,36,26,43,23
,,,,,,
MSTRG.2555,2916,5526,5917,4595,7980,5163
,,,,,,
MSTRG.4555|Gm48318,0,0,0,0,0,0
,,,,,,
MSTRG.19746|Ppm1n,23,10,5,20,9,7
,,,,,,
MSTRG.23382,412,360,339,601,564,403
,,,,,,
ENSMUSG00000101657|Gm20864,0,0,0,0,0,0
,,,,,,
MSTRG.23388,17728,11282,12346,10358,12969,9467
,,,,,,
ENSMUSG00000112874|Gm34297,6,7,0,0,3,10
,,,,,,
MSTRG.3673|Gm24887,2,2,0,0,0,0
,,,,,,
MSTRG.10694|Gm4840,187,172,176,211,190,99
,,,,,,
MSTRG.4518,2872,3812,4408,4008,4654,4037
,,,,,,
ENSMUSG00000109195|Gm45038,0,6,3,3,4,2
,,,,,,
MSTRG.13130|Ninl,1946,2655,3631,2967,3831,2500
,,,,,,
MSTRG.4510,7016,3011,5191,8805,5528,7055
,,,,,,
MSTRG.14420|A230001M10Rik,100,32,23,64,34,0
,,,,,,
MSTRG.11785,1770,3272,3106,3303,4098,4162
,,,,,,
MSTRG.18583|Mturn,2639,1942,1925,2636,2347,1931
,,,,,,
MSTRG.11786,5058,8134,3277,5351,6180,5328
,,,,,,
MSTRG.11783,15252,13407,13164,14837,15349,12021
,,,,,,
ENSMUSG00000091950|Olfr421-ps1,0,0,2,0,0,0
,,,,,,
MSTRG.22385,38620,44497,39863,40424,42406,42153
,,,,,,
MSTRG.22384,2401,898,1200,2071,1360,1010
,,,,,,
MSTRG.11789,4352,3496,5064,3143,3627,5539
,,,,,,
MSTRG.24414|Ssr4,8725,9047,9706,8637,10131,10162
,,,,,,
ENSMUSG00000020622|Nt5c1b,0,12,3,3,6,0
,,,,,,
MSTRG.7465|Gm49179,160,87,47,42,67,42
,,,,,,
ENSMUSG00000042353|Frem3,0,0,0,5,3,0
,,,,,,
MSTRG.16973|Gm43004,72,145,56,93,47,109
,,,,,,
MSTRG.2825,15764,16985,15599,15684,19249,13826
,,,,,,
ENSMUSG00000104551|Igkv13-57-2,0,0,0,0,0,0
,,,,,,
MSTRG.2822,8861,5547,26791,9918,8712,4465
,,,,,,
MSTRG.9967|Gm50461,0,76,0,0,75,0
,,,,,,
ENSMUSG00000065773|Rnu1b6,3,1,2,3,4,2
,,,,,,
MSTRG.16682|Gm43695,0,0,0,0,0,0
,,,,,,
MSTRG.16494|Gm6543,35,29,26,32,27,33
,,,,,,
ENSMUSG00000093564|Gm18396,0,0,0,0,0,0
,,,,,,
ENSMUSG00000050435|Ube2dnl1,0,0,0,0,0,0
,,,,,,
MSTRG.23032,11819,15796,20563,18211,36693,19763
,,,,,,
ENSMUSG00000082051|Gm16072,17,18,24,52,36,8
,,,,,,
ENSMUSG00000082956|Naip3,16,22,22,19,36,25
,,,,,,
ENSMUSG00000094385|Vmn1r123,0,0,0,0,0,0
,,,,,,
MSTRG.21562|Gm45343,43,54,27,44,36,22
,,,,,,
ENSMUSG00000116984|4930549P19Rik,0,0,0,0,4,0
,,,,,,
ENSMUSG00000086694|Gm16237,0,0,0,0,0,3
,,,,,,
ENSMUSG00000086525|Gm15281,0,0,0,0,0,0
,,,,,,
ENSMUSG00000116339|Gm35933,0,0,0,0,0,0
,,,,,,
MSTRG.15207,16648,15939,11873,10686,13417,12741
,,,,,,
MSTRG.13565|Slc17a9,260,311,150,137,262,244
,,,,,,
MSTRG.3274|Iba57,1085,951,1033,1072,1029,1027
,,,,,,
MSTRG.22535|Gas8,3554,3033,3960,3886,4188,2932
,,,,,,
ENSMUSG00000106900|Gm2040,0,0,0,0,0,0
,,,,,,
ENSMUSG00000088530|Gm23280,0,0,0,0,0,0
,,,,,,
ENSMUSG00000103249|Gm38088,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086009|4930587A21Rik,0,0,0,0,0,0
,,,,,,
MSTRG.8361|Mir615,6,5,2,0,2,0
,,,,,,
MSTRG.17900|Cldn15,301,368,409,387,730,296
,,,,,,
MSTRG.10686,5326,4748,4698,4930,5945,3948
,,,,,,
ENSMUSG00000110769|Gm47783,0,0,0,0,0,0
,,,,,,
MSTRG.12346|Tnfaip6,4151,8499,12639,10717,14634,7430
,,,,,,
MSTRG.17634|Ift81,2129,960,1444,1937,1817,855
,,,,,,
ENSMUSG00000102991|Ighv1-40,0,0,0,0,0,0
,,,,,,
ENSMUSG00000042684|Npl,59,140,206,121,160,129
,,,,,,
MSTRG.22606|Urb2,428,94,1728,1788,3238,2865
,,,,,,
ENSMUSG00000042525|4933428M09Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000110085|Gm17911,0,0,0,0,0,0
,,,,,,
ENSMUSG00000096939|Gm8321,0,2,0,0,0,0
,,,,,,
MSTRG.12110|Spout1,5086,4129,4698,4689,4588,4652
,,,,,,
MSTRG.20723|Anapc15,1838,1681,1755,1747,1697,1773
,,,,,,
MSTRG.23210|Gm18103,0,0,2,0,0,0
,,,,,,
ENSMUSG00000051050|Spink14,3,0,0,0,5,3
,,,,,,
MSTRG.2745|Gm47275,5,8,9,4,6,7
,,,,,,
MSTRG.4760|Baz1a,13473,30626,9744,26262,13498,10494
,,,,,,
ENSMUSG00000081624|Gm6912,0,0,0,0,0,0
,,,,,,
ENSMUSG00000085318|Gm12524,6,27,6,10,8,3
,,,,,,
MSTRG.13909|Selenot,38780,41960,37290,37025,43361,42597
,,,,,,
MSTRG.21480|Angpt2,3521,4923,4141,4064,5061,5008
,,,,,,
MSTRG.9144|Gm16569,0,0,0,0,0,0
,,,,,,
ENSMUSG00000018862|Otop3,7,0,9,0,0,0
,,,,,,
ENSMUSG00000078208|Fthl17b,0,0,0,0,0,0
,,,,,,
MSTRG.16513|Gm24512,0,0,0,0,0,0
,,,,,,
ENSMUSG00000110607|Gm45843,0,0,0,0,3,5
,,,,,,
ENSMUSG00000103921|Gm5841,190,228,214,210,204,259
,,,,,,
MSTRG.22928,26256,17102,23557,16017,17266,13248
,,,,,,
MSTRG.11091|Gm50203,17,23,19,14,17,23
,,,,,,
MSTRG.10790|Mir6983,0,0,0,0,1,1
,,,,,,
MSTRG.9961,9251,7228,7683,8925,7045,7198
,,,,,,
MSTRG.14167|Gm15417,513,448,462,555,525,411
,,,,,,
ENSMUSG00000105218|Gm38413,0,0,0,0,0,0
,,,,,,
ENSMUSG00000029368|Alb,77,74,40,37,45,38
,,,,,,
ENSMUSG00000103511|Gm5285,0,0,0,0,0,0
,,,,,,
ENSMUSG00000046006|Gapt,82,215,181,112,109,209
,,,,,,
MSTRG.428|Rpl10a-ps1,8040,8342,6826,6807,5860,7898
,,,,,,
MSTRG.23363|Gm4978,26,11,11,18,18,11
,,,,,,
MSTRG.3599|Gm12341,0,19,21,11,19,7
,,,,,,
MSTRG.15296|Epb41l4b,7616,1985,4382,7487,4704,2196
,,,,,,
ENSMUSG00000030761|Myo7a,724,1370,1269,807,944,1455
,,,,,,
MSTRG.20378|Lins1,2399,2561,2442,2300,2721,2431
,,,,,,
MSTRG.18222|Met,22093,11649,12574,14244,12556,11648
,,,,,,
MSTRG.18910,21930,25414,24440,20896,26949,23372
,,,,,,
ENSMUSG00000095011|Gm20838,0,0,0,0,0,0
,,,,,,
MSTRG.12826|Mir7665,2,4,11,3,2,2
,,,,,,
ENSMUSG00000101010|Gm21889,0,0,0,0,0,0
,,,,,,
ENSMUSG00000089342|Gm22666,0,0,0,0,0,0
,,,,,,
MSTRG.5408|Mir7094-1,0,2,0,0,2,1
,,,,,,
MSTRG.6474|Smim15,11331,11474,10593,10947,12188,10906
,,,,,,
MSTRG.6729|Crb1-ps,0,4,4,3,2,2
,,,,,,
MSTRG.2766|Cd63,49619,74742,55513,69458,98618,43801
,,,,,,
MSTRG.18961|Abtb1,5299,4293,4069,4761,4263,4578
,,,,,,
MSTRG.11904|Mllt10,11975,5841,11699,1286,3327,2067
,,,,,,
ENSMUSG00000113890|Gm48368,12,8,21,3,6,10
,,,,,,
MSTRG.9764|Skiv2l,10174,11072,10737,9652,9354,10811
,,,,,,
MSTRG.20447|Isg20,534,1443,1521,693,1176,1113
,,,,,,
MSTRG.24567,2891,2845,2635,3413,3258,2940
,,,,,,
ENSMUSG00000077640|Gm24986,0,0,0,0,0,0
